Input_Size,C_File,Run_Number,Time_Taken,Average_Time,Tags
64,mXv_mpi_naive.c,1,,MPI
64,mXv_mpi_naive.c,2,,MPI
64,mXv_mpi_naive.c,3,,MPI
64,mXv_mpi_naive.c,4,,MPI
64,mXv_mpi_naive.c,5,,MPI
64,mXv_mpi_naive.c,6,,MPI
64,mXv_mpi_naive.c,7,,MPI
64,mXv_mpi_naive.c,8,,MPI
64,mXv_mpi_naive.c,9,,MPI
64,mXv_mpi_naive.c,10,,MPI
64,mXv_mpi_tiling.c,1,,MPI
64,mXv_mpi_tiling.c,2,,MPI
64,mXv_mpi_tiling.c,3,,MPI
64,mXv_mpi_tiling.c,4,,MPI
64,mXv_mpi_tiling.c,5,,MPI
64,mXv_mpi_tiling.c,6,,MPI
64,mXv_mpi_tiling.c,7,,MPI
64,mXv_mpi_tiling.c,8,,MPI
64,mXv_mpi_tiling.c,9,,MPI
64,mXv_mpi_tiling.c,10,,MPI
64,mXv_openmp_naive.c,1,,OpenMP
64,mXv_openmp_naive.c,2,,OpenMP
64,mXv_openmp_naive.c,3,,OpenMP
64,mXv_openmp_naive.c,4,,OpenMP
64,mXv_openmp_naive.c,5,,OpenMP
64,mXv_openmp_naive.c,6,,OpenMP
64,mXv_openmp_naive.c,7,,OpenMP
64,mXv_openmp_naive.c,8,,OpenMP
64,mXv_openmp_naive.c,9,,OpenMP
64,mXv_openmp_naive.c,10,,OpenMP
64,mXv_openmp_tiling.c,1,,OpenMP
64,mXv_openmp_tiling.c,2,,OpenMP
64,mXv_openmp_tiling.c,3,,OpenMP
64,mXv_openmp_tiling.c,4,,OpenMP
64,mXv_openmp_tiling.c,5,,OpenMP
64,mXv_openmp_tiling.c,6,,OpenMP
64,mXv_openmp_tiling.c,7,,OpenMP
64,mXv_openmp_tiling.c,8,,OpenMP
64,mXv_openmp_tiling.c,9,,OpenMP
64,mXv_openmp_tiling.c,10,,OpenMP
64,mXv_sequential.c,1,,None
64,mXv_sequential.c,2,,None
64,mXv_sequential.c,3,,None
64,mXv_sequential.c,4,,None
64,mXv_sequential.c,5,,None
64,mXv_sequential.c,6,,None
64,mXv_sequential.c,7,,None
64,mXv_sequential.c,8,,None
64,mXv_sequential.c,9,,None
64,mXv_sequential.c,10,,None
128,mXv_mpi_naive.c,1,,MPI
128,mXv_mpi_naive.c,2,,MPI
128,mXv_mpi_naive.c,3,,MPI
128,mXv_mpi_naive.c,4,,MPI
128,mXv_mpi_naive.c,5,,MPI
128,mXv_mpi_naive.c,6,,MPI
128,mXv_mpi_naive.c,7,,MPI
128,mXv_mpi_naive.c,8,,MPI
128,mXv_mpi_naive.c,9,,MPI
128,mXv_mpi_naive.c,10,,MPI
128,mXv_mpi_tiling.c,1,,MPI
128,mXv_mpi_tiling.c,2,,MPI
128,mXv_mpi_tiling.c,3,,MPI
128,mXv_mpi_tiling.c,4,,MPI
128,mXv_mpi_tiling.c,5,,MPI
128,mXv_mpi_tiling.c,6,,MPI
128,mXv_mpi_tiling.c,7,,MPI
128,mXv_mpi_tiling.c,8,,MPI
128,mXv_mpi_tiling.c,9,,MPI
128,mXv_mpi_tiling.c,10,,MPI
128,mXv_openmp_naive.c,1,,OpenMP
128,mXv_openmp_naive.c,2,,OpenMP
128,mXv_openmp_naive.c,3,,OpenMP
128,mXv_openmp_naive.c,4,,OpenMP
128,mXv_openmp_naive.c,5,,OpenMP
128,mXv_openmp_naive.c,6,,OpenMP
128,mXv_openmp_naive.c,7,,OpenMP
128,mXv_openmp_naive.c,8,,OpenMP
128,mXv_openmp_naive.c,9,,OpenMP
128,mXv_openmp_naive.c,10,,OpenMP
128,mXv_openmp_tiling.c,1,,OpenMP
128,mXv_openmp_tiling.c,2,,OpenMP
128,mXv_openmp_tiling.c,3,,OpenMP
128,mXv_openmp_tiling.c,4,,OpenMP
128,mXv_openmp_tiling.c,5,,OpenMP
128,mXv_openmp_tiling.c,6,,OpenMP
128,mXv_openmp_tiling.c,7,,OpenMP
128,mXv_openmp_tiling.c,8,,OpenMP
128,mXv_openmp_tiling.c,9,,OpenMP
128,mXv_openmp_tiling.c,10,,OpenMP
128,mXv_sequential.c,1,,None
128,mXv_sequential.c,2,,None
128,mXv_sequential.c,3,,None
128,mXv_sequential.c,4,,None
128,mXv_sequential.c,5,,None
128,mXv_sequential.c,6,,None
128,mXv_sequential.c,7,,None
128,mXv_sequential.c,8,,None
128,mXv_sequential.c,9,,None
128,mXv_sequential.c,10,,None
192,mXv_mpi_naive.c,1,,MPI
192,mXv_mpi_naive.c,2,,MPI
192,mXv_mpi_naive.c,3,,MPI
192,mXv_mpi_naive.c,4,,MPI
192,mXv_mpi_naive.c,5,,MPI
192,mXv_mpi_naive.c,6,,MPI
192,mXv_mpi_naive.c,7,,MPI
192,mXv_mpi_naive.c,8,,MPI
192,mXv_mpi_naive.c,9,,MPI
192,mXv_mpi_naive.c,10,,MPI
192,mXv_mpi_tiling.c,1,,MPI
192,mXv_mpi_tiling.c,2,,MPI
192,mXv_mpi_tiling.c,3,,MPI
192,mXv_mpi_tiling.c,4,,MPI
192,mXv_mpi_tiling.c,5,,MPI
192,mXv_mpi_tiling.c,6,,MPI
192,mXv_mpi_tiling.c,7,,MPI
192,mXv_mpi_tiling.c,8,,MPI
192,mXv_mpi_tiling.c,9,,MPI
192,mXv_mpi_tiling.c,10,,MPI
192,mXv_openmp_naive.c,1,,OpenMP
192,mXv_openmp_naive.c,2,,OpenMP
192,mXv_openmp_naive.c,3,,OpenMP
192,mXv_openmp_naive.c,4,,OpenMP
192,mXv_openmp_naive.c,5,,OpenMP
192,mXv_openmp_naive.c,6,,OpenMP
192,mXv_openmp_naive.c,7,,OpenMP
192,mXv_openmp_naive.c,8,,OpenMP
192,mXv_openmp_naive.c,9,,OpenMP
192,mXv_openmp_naive.c,10,,OpenMP
192,mXv_openmp_tiling.c,1,,OpenMP
192,mXv_openmp_tiling.c,2,,OpenMP
192,mXv_openmp_tiling.c,3,,OpenMP
192,mXv_openmp_tiling.c,4,,OpenMP
192,mXv_openmp_tiling.c,5,,OpenMP
192,mXv_openmp_tiling.c,6,,OpenMP
192,mXv_openmp_tiling.c,7,,OpenMP
192,mXv_openmp_tiling.c,8,,OpenMP
192,mXv_openmp_tiling.c,9,,OpenMP
192,mXv_openmp_tiling.c,10,,OpenMP
192,mXv_sequential.c,1,,None
192,mXv_sequential.c,2,,None
192,mXv_sequential.c,3,,None
192,mXv_sequential.c,4,,None
192,mXv_sequential.c,5,,None
192,mXv_sequential.c,6,,None
192,mXv_sequential.c,7,,None
192,mXv_sequential.c,8,,None
192,mXv_sequential.c,9,,None
192,mXv_sequential.c,10,,None
256,mXv_mpi_naive.c,1,,MPI
256,mXv_mpi_naive.c,2,,MPI
256,mXv_mpi_naive.c,3,,MPI
256,mXv_mpi_naive.c,4,,MPI
256,mXv_mpi_naive.c,5,,MPI
256,mXv_mpi_naive.c,6,,MPI
256,mXv_mpi_naive.c,7,,MPI
256,mXv_mpi_naive.c,8,,MPI
256,mXv_mpi_naive.c,9,,MPI
256,mXv_mpi_naive.c,10,,MPI
256,mXv_mpi_tiling.c,1,,MPI
256,mXv_mpi_tiling.c,2,,MPI
256,mXv_mpi_tiling.c,3,,MPI
256,mXv_mpi_tiling.c,4,,MPI
256,mXv_mpi_tiling.c,5,,MPI
256,mXv_mpi_tiling.c,6,,MPI
256,mXv_mpi_tiling.c,7,,MPI
256,mXv_mpi_tiling.c,8,,MPI
256,mXv_mpi_tiling.c,9,,MPI
256,mXv_mpi_tiling.c,10,,MPI
256,mXv_openmp_naive.c,1,,OpenMP
256,mXv_openmp_naive.c,2,,OpenMP
256,mXv_openmp_naive.c,3,,OpenMP
256,mXv_openmp_naive.c,4,,OpenMP
256,mXv_openmp_naive.c,5,,OpenMP
256,mXv_openmp_naive.c,6,,OpenMP
256,mXv_openmp_naive.c,7,,OpenMP
256,mXv_openmp_naive.c,8,,OpenMP
256,mXv_openmp_naive.c,9,,OpenMP
256,mXv_openmp_naive.c,10,,OpenMP
256,mXv_openmp_tiling.c,1,,OpenMP
256,mXv_openmp_tiling.c,2,,OpenMP
256,mXv_openmp_tiling.c,3,,OpenMP
256,mXv_openmp_tiling.c,4,,OpenMP
256,mXv_openmp_tiling.c,5,,OpenMP
256,mXv_openmp_tiling.c,6,,OpenMP
256,mXv_openmp_tiling.c,7,,OpenMP
256,mXv_openmp_tiling.c,8,,OpenMP
256,mXv_openmp_tiling.c,9,,OpenMP
256,mXv_openmp_tiling.c,10,,OpenMP
256,mXv_sequential.c,1,,None
256,mXv_sequential.c,2,,None
256,mXv_sequential.c,3,,None
256,mXv_sequential.c,4,,None
256,mXv_sequential.c,5,,None
256,mXv_sequential.c,6,,None
256,mXv_sequential.c,7,,None
256,mXv_sequential.c,8,,None
256,mXv_sequential.c,9,,None
256,mXv_sequential.c,10,,None
320,mXv_mpi_naive.c,1,,MPI
320,mXv_mpi_naive.c,2,,MPI
320,mXv_mpi_naive.c,3,,MPI
320,mXv_mpi_naive.c,4,,MPI
320,mXv_mpi_naive.c,5,,MPI
320,mXv_mpi_naive.c,6,,MPI
320,mXv_mpi_naive.c,7,,MPI
320,mXv_mpi_naive.c,8,,MPI
320,mXv_mpi_naive.c,9,,MPI
320,mXv_mpi_naive.c,10,,MPI
320,mXv_mpi_tiling.c,1,,MPI
320,mXv_mpi_tiling.c,2,,MPI
320,mXv_mpi_tiling.c,3,,MPI
320,mXv_mpi_tiling.c,4,,MPI
320,mXv_mpi_tiling.c,5,,MPI
320,mXv_mpi_tiling.c,6,,MPI
320,mXv_mpi_tiling.c,7,,MPI
320,mXv_mpi_tiling.c,8,,MPI
320,mXv_mpi_tiling.c,9,,MPI
320,mXv_mpi_tiling.c,10,,MPI
320,mXv_openmp_naive.c,1,,OpenMP
320,mXv_openmp_naive.c,2,,OpenMP
320,mXv_openmp_naive.c,3,,OpenMP
320,mXv_openmp_naive.c,4,,OpenMP
320,mXv_openmp_naive.c,5,,OpenMP
320,mXv_openmp_naive.c,6,,OpenMP
320,mXv_openmp_naive.c,7,,OpenMP
320,mXv_openmp_naive.c,8,,OpenMP
320,mXv_openmp_naive.c,9,,OpenMP
320,mXv_openmp_naive.c,10,,OpenMP
320,mXv_openmp_tiling.c,1,,OpenMP
320,mXv_openmp_tiling.c,2,,OpenMP
320,mXv_openmp_tiling.c,3,,OpenMP
320,mXv_openmp_tiling.c,4,,OpenMP
320,mXv_openmp_tiling.c,5,,OpenMP
320,mXv_openmp_tiling.c,6,,OpenMP
320,mXv_openmp_tiling.c,7,,OpenMP
320,mXv_openmp_tiling.c,8,,OpenMP
320,mXv_openmp_tiling.c,9,,OpenMP
320,mXv_openmp_tiling.c,10,,OpenMP
320,mXv_sequential.c,1,,None
320,mXv_sequential.c,2,,None
320,mXv_sequential.c,3,,None
320,mXv_sequential.c,4,,None
320,mXv_sequential.c,5,,None
320,mXv_sequential.c,6,,None
320,mXv_sequential.c,7,,None
320,mXv_sequential.c,8,,None
320,mXv_sequential.c,9,,None
320,mXv_sequential.c,10,,None
384,mXv_mpi_naive.c,1,,MPI
384,mXv_mpi_naive.c,2,,MPI
384,mXv_mpi_naive.c,3,,MPI
384,mXv_mpi_naive.c,4,,MPI
384,mXv_mpi_naive.c,5,,MPI
384,mXv_mpi_naive.c,6,,MPI
384,mXv_mpi_naive.c,7,,MPI
384,mXv_mpi_naive.c,8,,MPI
384,mXv_mpi_naive.c,9,,MPI
384,mXv_mpi_naive.c,10,,MPI
384,mXv_mpi_tiling.c,1,,MPI
384,mXv_mpi_tiling.c,2,,MPI
384,mXv_mpi_tiling.c,3,,MPI
384,mXv_mpi_tiling.c,4,,MPI
384,mXv_mpi_tiling.c,5,,MPI
384,mXv_mpi_tiling.c,6,,MPI
384,mXv_mpi_tiling.c,7,,MPI
384,mXv_mpi_tiling.c,8,,MPI
384,mXv_mpi_tiling.c,9,,MPI
384,mXv_mpi_tiling.c,10,,MPI
384,mXv_openmp_naive.c,1,,OpenMP
384,mXv_openmp_naive.c,2,,OpenMP
384,mXv_openmp_naive.c,3,,OpenMP
384,mXv_openmp_naive.c,4,,OpenMP
384,mXv_openmp_naive.c,5,,OpenMP
384,mXv_openmp_naive.c,6,,OpenMP
384,mXv_openmp_naive.c,7,,OpenMP
384,mXv_openmp_naive.c,8,,OpenMP
384,mXv_openmp_naive.c,9,,OpenMP
384,mXv_openmp_naive.c,10,,OpenMP
384,mXv_openmp_tiling.c,1,,OpenMP
384,mXv_openmp_tiling.c,2,,OpenMP
384,mXv_openmp_tiling.c,3,,OpenMP
384,mXv_openmp_tiling.c,4,,OpenMP
384,mXv_openmp_tiling.c,5,,OpenMP
384,mXv_openmp_tiling.c,6,,OpenMP
384,mXv_openmp_tiling.c,7,,OpenMP
384,mXv_openmp_tiling.c,8,,OpenMP
384,mXv_openmp_tiling.c,9,,OpenMP
384,mXv_openmp_tiling.c,10,,OpenMP
384,mXv_sequential.c,1,,None
384,mXv_sequential.c,2,,None
384,mXv_sequential.c,3,,None
384,mXv_sequential.c,4,,None
384,mXv_sequential.c,5,,None
384,mXv_sequential.c,6,,None
384,mXv_sequential.c,7,,None
384,mXv_sequential.c,8,,None
384,mXv_sequential.c,9,,None
384,mXv_sequential.c,10,,None
448,mXv_mpi_naive.c,1,,MPI
448,mXv_mpi_naive.c,2,,MPI
448,mXv_mpi_naive.c,3,,MPI
448,mXv_mpi_naive.c,4,,MPI
448,mXv_mpi_naive.c,5,,MPI
448,mXv_mpi_naive.c,6,,MPI
448,mXv_mpi_naive.c,7,,MPI
448,mXv_mpi_naive.c,8,,MPI
448,mXv_mpi_naive.c,9,,MPI
448,mXv_mpi_naive.c,10,,MPI
448,mXv_mpi_tiling.c,1,,MPI
448,mXv_mpi_tiling.c,2,,MPI
448,mXv_mpi_tiling.c,3,,MPI
448,mXv_mpi_tiling.c,4,,MPI
448,mXv_mpi_tiling.c,5,,MPI
448,mXv_mpi_tiling.c,6,,MPI
448,mXv_mpi_tiling.c,7,,MPI
448,mXv_mpi_tiling.c,8,,MPI
448,mXv_mpi_tiling.c,9,,MPI
448,mXv_mpi_tiling.c,10,,MPI
448,mXv_openmp_naive.c,1,,OpenMP
448,mXv_openmp_naive.c,2,,OpenMP
448,mXv_openmp_naive.c,3,,OpenMP
448,mXv_openmp_naive.c,4,,OpenMP
448,mXv_openmp_naive.c,5,,OpenMP
448,mXv_openmp_naive.c,6,,OpenMP
448,mXv_openmp_naive.c,7,,OpenMP
448,mXv_openmp_naive.c,8,,OpenMP
448,mXv_openmp_naive.c,9,,OpenMP
448,mXv_openmp_naive.c,10,,OpenMP
448,mXv_openmp_tiling.c,1,,OpenMP
448,mXv_openmp_tiling.c,2,,OpenMP
448,mXv_openmp_tiling.c,3,,OpenMP
448,mXv_openmp_tiling.c,4,,OpenMP
448,mXv_openmp_tiling.c,5,,OpenMP
448,mXv_openmp_tiling.c,6,,OpenMP
448,mXv_openmp_tiling.c,7,,OpenMP
448,mXv_openmp_tiling.c,8,,OpenMP
448,mXv_openmp_tiling.c,9,,OpenMP
448,mXv_openmp_tiling.c,10,,OpenMP
448,mXv_sequential.c,1,,None
448,mXv_sequential.c,2,,None
448,mXv_sequential.c,3,,None
448,mXv_sequential.c,4,,None
448,mXv_sequential.c,5,,None
448,mXv_sequential.c,6,,None
448,mXv_sequential.c,7,,None
448,mXv_sequential.c,8,,None
448,mXv_sequential.c,9,,None
448,mXv_sequential.c,10,,None
512,mXv_mpi_naive.c,1,,MPI
512,mXv_mpi_naive.c,2,,MPI
512,mXv_mpi_naive.c,3,,MPI
512,mXv_mpi_naive.c,4,,MPI
512,mXv_mpi_naive.c,5,,MPI
512,mXv_mpi_naive.c,6,,MPI
512,mXv_mpi_naive.c,7,,MPI
512,mXv_mpi_naive.c,8,,MPI
512,mXv_mpi_naive.c,9,,MPI
512,mXv_mpi_naive.c,10,,MPI
512,mXv_mpi_tiling.c,1,,MPI
512,mXv_mpi_tiling.c,2,,MPI
512,mXv_mpi_tiling.c,3,,MPI
512,mXv_mpi_tiling.c,4,,MPI
512,mXv_mpi_tiling.c,5,,MPI
512,mXv_mpi_tiling.c,6,,MPI
512,mXv_mpi_tiling.c,7,,MPI
512,mXv_mpi_tiling.c,8,,MPI
512,mXv_mpi_tiling.c,9,,MPI
512,mXv_mpi_tiling.c,10,,MPI
512,mXv_openmp_naive.c,1,,OpenMP
512,mXv_openmp_naive.c,2,,OpenMP
512,mXv_openmp_naive.c,3,,OpenMP
512,mXv_openmp_naive.c,4,,OpenMP
512,mXv_openmp_naive.c,5,,OpenMP
512,mXv_openmp_naive.c,6,,OpenMP
512,mXv_openmp_naive.c,7,,OpenMP
512,mXv_openmp_naive.c,8,,OpenMP
512,mXv_openmp_naive.c,9,,OpenMP
512,mXv_openmp_naive.c,10,,OpenMP
512,mXv_openmp_tiling.c,1,,OpenMP
512,mXv_openmp_tiling.c,2,,OpenMP
512,mXv_openmp_tiling.c,3,,OpenMP
512,mXv_openmp_tiling.c,4,,OpenMP
512,mXv_openmp_tiling.c,5,,OpenMP
512,mXv_openmp_tiling.c,6,,OpenMP
512,mXv_openmp_tiling.c,7,,OpenMP
512,mXv_openmp_tiling.c,8,,OpenMP
512,mXv_openmp_tiling.c,9,,OpenMP
512,mXv_openmp_tiling.c,10,,OpenMP
512,mXv_sequential.c,1,,None
512,mXv_sequential.c,2,,None
512,mXv_sequential.c,3,,None
512,mXv_sequential.c,4,,None
512,mXv_sequential.c,5,,None
512,mXv_sequential.c,6,,None
512,mXv_sequential.c,7,,None
512,mXv_sequential.c,8,,None
512,mXv_sequential.c,9,,None
512,mXv_sequential.c,10,,None
576,mXv_mpi_naive.c,1,,MPI
576,mXv_mpi_naive.c,2,,MPI
576,mXv_mpi_naive.c,3,,MPI
576,mXv_mpi_naive.c,4,,MPI
576,mXv_mpi_naive.c,5,,MPI
576,mXv_mpi_naive.c,6,,MPI
576,mXv_mpi_naive.c,7,,MPI
576,mXv_mpi_naive.c,8,,MPI
576,mXv_mpi_naive.c,9,,MPI
576,mXv_mpi_naive.c,10,,MPI
576,mXv_mpi_tiling.c,1,,MPI
576,mXv_mpi_tiling.c,2,,MPI
576,mXv_mpi_tiling.c,3,,MPI
576,mXv_mpi_tiling.c,4,,MPI
576,mXv_mpi_tiling.c,5,,MPI
576,mXv_mpi_tiling.c,6,,MPI
576,mXv_mpi_tiling.c,7,,MPI
576,mXv_mpi_tiling.c,8,,MPI
576,mXv_mpi_tiling.c,9,,MPI
576,mXv_mpi_tiling.c,10,,MPI
576,mXv_openmp_naive.c,1,,OpenMP
576,mXv_openmp_naive.c,2,,OpenMP
576,mXv_openmp_naive.c,3,,OpenMP
576,mXv_openmp_naive.c,4,,OpenMP
576,mXv_openmp_naive.c,5,,OpenMP
576,mXv_openmp_naive.c,6,,OpenMP
576,mXv_openmp_naive.c,7,,OpenMP
576,mXv_openmp_naive.c,8,,OpenMP
576,mXv_openmp_naive.c,9,,OpenMP
576,mXv_openmp_naive.c,10,,OpenMP
576,mXv_openmp_tiling.c,1,,OpenMP
576,mXv_openmp_tiling.c,2,,OpenMP
576,mXv_openmp_tiling.c,3,,OpenMP
576,mXv_openmp_tiling.c,4,,OpenMP
